      0.00     -0.136
      0.10      0.102
      0.20      0.332
      0.30      0.310
      0.40      0.301
      0.50      0.289
      0.60      0.327
      0.70      0.311
      0.80      0.460
      0.90      0.412
      1.00      0.471
      1.10      0.649
      1.20      0.597
      1.30      0.679
      1.40      0.803
      1.50      0.748
      1.60      0.720
      1.70      0.868
      1.80      0.980
      1.90      0.798
      2.00      1.037
      2.10      1.232
      2.20      1.289
      2.30      1.256
      2.40      1.288
      2.50      1.361
      2.60      1.368
      2.70      1.599
      2.80      1.709
      2.90      1.829
      3.00      1.780
      3.10      1.697
      3.20      1.702
      3.30      1.766
      3.40      1.974
      3.50      1.961
      3.60      1.983
      3.70      2.038
      3.80      2.256
      3.90      2.081
      4.00      2.133
      4.10      2.154
      4.20      2.196
      4.30      2.196
      4.40      2.349
      4.50      2.476
      4.60      2.655
      4.70      2.659
      4.80      2.735
      4.90      2.880
      5.00      2.834
      5.10      2.653
      5.20      2.679
      5.30      2.843
      5.40      2.860
      5.50      3.123
